afterStem,beforeStem
msd,msds
mse,mse
msm,msm
mspider,mspider
mst,mst
much,much
multi,multi
multicent,multicenter
multicentr,multicentre
multichannel,multichannel
multicompon,multicomponent
multidisciplinari,multidisciplinary
multidist,multidistance
multifacet,multifaceted
multifactori,multifactorial
multifoc,multifocal
multifunct,multifunctional
multifunction,multifunctionality
multilay,multilayer
multilevel,multilevel
multimedia,multimedia
multimod,multimodal
multimorbid,multimorbidity
multiparamet,multiparameter
multiparametr,multiparametric
multiphas,multiphase
multipl,multiple
multiplay,multiplayer
multisensor,multisensor
multistag,multistage
multistep,multistep
multivari,multivariable
multiwal,multiwalled
multiyear,multiyear
municip,municipalities
murad,murad
muscl,muscles
muscles',muscles'
muscular,muscular
musculoskelet,musculoskeletal
music,music
must,must
mutual,mutual
mvn,mvn
mvpa,mvpa
mwcnt,mwcnt
mww,mww
myant,myant
myelodysplast,myelodysplastic
myeloma,myeloma
myfitnessp,myfitnesspal
myo,myo
myocardi,myocardial
myoclon,myoclonic
myocutan,myocutaneous
myoelectr,myoelectric
myoprocessor,myoprocessor
myth,myths
nairobi,nairobi
nam,nam
name,namely
nano,nano
nanoclust,nanoclusters
nanocomposit,nanocomposite
nanoelectrod,nanoelectrodes
nanofib,nanofiber
nanogener,nanogenerators
nanomateri,nanomaterials
nanomesh,nanomesh
nanoparticl,nanoparticles
nanotechnolog,nanotechnology
nanotub,nanotube
nanowir,nanowires
narcot,narcotic
narr,narrative
narrow,narrowing
nasa,nasa
nascent,nascent
nation,national
nativ,native
natur,natural
naturalist,naturalistic
navig,navigation
nct02091882,nct02091882
nct02219009,nct02219009
nct02299700,nct02299700
nct02316600,nct02316600
nct02474329,nct02474329
nct02531022,nct02531022
nct02647242,nct02647242
nct02664233,nct02664233
nct02865954,nct02865954
nct02933307,nct02933307
nct03058146,nct03058146
nct03064776,nct03064776
nct03257982,nct03257982
nct03493867,nct03493867
nct03507335,nct03507335
nct03544086,nct03544086
nct03775161,nct03775161
nct03843762,nct03843762
nct03920761,nct03920761
nct04076878,nct04076878
nct04114760,nct04114760
nct04134806,nct04134806
nct04165135,nct04165135
nct04216420,nct04216420
nct04220359,nct04220359
nct04304495,nct04304495
nct04391842,nct04391842
nct04575532,nct04575532
nct04620707,nct04620707
nct04999735,nct04999735
nct05032911,nct05032911
neacsm,neacsm
near,near
nearbi,nearby
nearli,nearly
necess,necessity
necessari,necessary
necessit,necessitates
neck,neck
necklac,necklace
need,needed
needl,needle
needlestick,needlestick
neg,negative
neglect,neglecting
neither,neither
nemo,nemo
neofit,neofit
neonat,neonatal
nerivio,nerivio
nerv,nerve
nervou,nervous
nest,nested
net,net
netherland,netherlands
network,network
neural,neural
neuro,neuro
neuroaesthet,neuroaesthetic
neurocardiac,neurocardiac
neurodegen,neurodegenerative
neuroengin,neuroengineering
neuroergonom,neuroergonomics
neuroflexor,neuroflexor
neurogen,neurogenic
neuroimag,neuroimaging
neurolog,neurological
neurologist,neurologists
neuromodul,neuromodulation
neuromotor,neuromotor
neuromuscular,neuromuscular
neuron,neuronal
neuropathi,neuropathy
neuroplast,neuroplasticity
neuroprosthesi,neuroprosthesis
neuropsychologist,neuropsychologist
neurorehabilit,neurorehabilitation
neurosci,neuroscience
neuroscientif,neuroscientific
neurosurg,neurosurgical
neurosurgeri,neurosurgery
neurotic,neuroticism
neutral,neutral
never,never
nevertheless,nevertheless
new,new
newborn,newborns
newer,newer
newest,newest
newli,newly
news,news
nex,nex
next,next
nexu,nexus
nfr,nfrs
ng,ngs
nh,nhs
nibp,nibp
niehorst,niehorster
night,nights
night',night's
nightli,nightly
nighttim,nighttime
nightwatch,nightwatch
nih',nih's
nike,nike
nine,nine
nineteen,nineteen
nineti,ninety
nir,nirs
nmc,nmc
nme,nmes
nmpk,nmpks
nnbf,nnbf
nocturn,nocturnal
node,node
nois,noise
noisi,noisy
nomin,nominal
non,non
nonadher,nonadherence
nonalcohol,nonalcohol
nonchron,nonchronic
nonclin,nonclinical
noncommunic,noncommunicable
nondiabet,nondiabetic
none,none
nonetheless,nonetheless
nonexercis,nonexercise
nonextens,nonextension
nonfunct,nonfunctional
nonintervent,noninterventional
nonintrus,nonintrusive
noninvas,noninvasive
nonlinear,nonlinear
nonmed,nonmedical
nonmotor,nonmotor
nonpharmacolog,nonpharmacological
nonrandom,nonrandomized
nonsignific,nonsignificant
nonsmok,nonsmokers
nonspeci,nonspecialized
nonstatist,nonstatistically
nonsurg,nonsurgical
nontrivi,nontrivial
nontwist,nontwisting
nonurban,nonurban
nonus,nonusers
nonusers',nonusers'
nonvalid,nonvalidated
nonverb,nonverbal
nordic,nordic
norm,normative
normal,normal
normalci,normalcy
north,north
northern,northern
northwel,northwell
norway,norway
norwegian,norwegian
nose,nose
notabl,notably
note,noted
notic,noticed
notif,notifications
notifi,notified
notion,notion
notwithstand,notwithstanding
novel,novel
novelti,novelty
novemb,november
novic,novice
novices',novices'
novo,novo
nowaday,nowadays
np,nps
npoint,npoint
nr,nrs
nrg,nrg
nrmse,nrmse
nsi,nsis
nuanc,nuanced
nudg,nudges
nullipar,nulliparous
number,number
numer,numerous
numeraci,numeracy
nurs,nursing
nurses',nurses'
nutraceut,nutraceutical
nutrient,nutrient
nutrit,nutrition
nylon,nylon
o'malley,o'malley
o'malley',o'malley's
oa,oas
oa',oa's
obes,obesity
obint,obinter
object,objective
observ,observed
obsolesc,obsolescence
obstacl,obstacle
obstruct,obstructive
obtain,obtained
obtrus,obtrusive
obviou,obvious
occas,occasions
occasion,occasionally
occlus,occlusion
occup,occupational
occupi,occupies
occur,occurred
occurr,occurrence
octob,october
octopu,octopus
odd,odds
odi,odi
oep,oep
off',off'
offer,offer
offic,office
offici,official
offlin,offline
offload,offloading
often,often
oil,oil
old,old
older,older
oldest,oldest
omnipod,omnipod
onboard,onboard
one,one
one',one's
ongo,ongoing
onlin,online
onset,onset
onslaught,onslaught
ontario,ontario
onto,onto
onward,onward
open,open
oper,operating
operation,operationalized
operationalis,operationalise
operator',operator's
operatori,operatory
opinion,opinions
opioid,opioid
opportun,opportunities
oppos,opposed
opposit,opposite
opt,opt
optic,optical
optim,optimize
optimis,optimise
optimum,optimum
option,option
optoelectron,optoelectronic
oral,oral
orang,orange
orchestr,orchestrating
order,order
ordin,ordinal
ordinari,ordinary
org,org
organ,organization
organis,organisation
organisation',organisation's
organiz,organizational
orient,orientation
origin,original
orthogon,orthogonal
orthopaed,orthopaedic
orthos,orthoses
orthosi,orthosis
orthot,orthotic
osa,osa
oscillopsia,oscillopsia
osteoarthr,osteoarthritis
osteoporosi,osteoporosis
ot,ots
otago,otago
other,others
others',others'
otherwis,otherwise
oura,oura
out,outs
outbreak,outbreaks
outcom,outcomes
outdoor,outdoor
outlet,outlet
outlier,outliers
outlin,outlining
outpac,outpaced
outpati,outpatient
outperform,outperformed
output,output
outsid,outside
outstand,outstanding
outwith,outwith
ovarian,ovarian
over,overeating
overal,overall
overarch,overarching
overcom,overcome
overconsumpt,overconsumption
overencapsul,overencapsulates
overestim,overestimated
overground,overground
overhydr,overhydration
overlap,overlap
overlook,overlooked
overnight,overnight
overreport,overreporting
oversampl,oversampled
overse,oversee
oversight,oversight
overstrain,overstrain
overview,overview
overweight,overweight
overwhelm,overwhelming
ovid,ovid
owe,owing
own,owned
ownership,ownership
oxid,oxidation
oxidas,oxidase
oximet,oximeter
oxyethyl,oxyethyl
oxygen,oxygenation
oxymet,oxymeter
oyloxyethyl,oyloxyethyl
ozon,ozone
p12ecg,p12ecg
p30,p30
pa,pas
paa,paa
pablo,pablo
pace,paced
pack,pack
packag,package
pad,pad
padova,padova
paediatr,paediatric
page,page
pah,pah
paid,paid
paif,paif
pain,pain
pair,paired
palat,palatable
palli,palliative
palm,palm
palmar,palmar
palsi,palsy
pan,pan
pancrea,pancreas
pandem,pandemic
panel,panel
panic,panic
panicmechan,panicmechanic
pant,pants
paper,paper
paradigm,paradigm
parallel,parallel
paralysi,paralysis
paralyz,paralyzed
paramed,paramedic
paramet,parameters
parametr,parametric
paramount,paramount
paranoia,paranoia
parapleg,paraplegic
paraplegia,paraplegia
parasympathet,parasympathetic
parent,parent
parenter,parenteral
parents',parents'
paresi,paresis
pariet,parietal
park,park
parkinson,parkinson
parkinson',parkinson's
paroxysm,paroxysmal
part,part
parti,party
partial,partial
particip,participants
participant',participant's
participants',participants'
participatori,participatory
particl,particle
particul,particulate
particular,particular
particularli,particularly
partli,partly
partner,partners
partron,partron
pass,passing
passion,passion
passiv,passive
passo,passo
past,past
patch,patch
patchi,patchy
path,path
pathogen,pathogens
patholog,pathology
pathophysiolog,pathophysiology
pathway,pathway
patient,patient
patient',patient's
patients',patients'
patter,pattering
pattern,pattern
pau,pau
pauciti,paucity
paus,pause
pave,pave
pavia,pavia
pay,pay
pbmt,pbmt
pca,pca
pde,pde
pdm,pdms
peak,peaks
pearl,pearl
pearson,pearson
pearson',pearson's
pedagogi,pedagogy
pedestrian,pedestrian
pediatr,pediatric
pedomet,pedometer
pedro,pedro
peer,peer
peg,peg
pegaso,pegaso
pegboard,pegboard
pei,pei
pelvi,pelvis
pelvic,pelvic
pelz,pelz
pem,pem
pen,pen
pend,pending
pendant,pendant
peopl,people
people',people's
per,per
perceiv,perceived
percent,percent
percentag,percentage
percentil,percentiles
percept,perceptions
perceptron,perceptron
perceptu,perceptual
percol,percolation
percutan,percutaneously
perfect,perfect
perform,performance
perhap,perhaps
perinas,perinasal
perinat,perinatal
period,period
periop,perioperative
peripher,peripheral
peripheri,periphery
periprocedur,periprocedural
perman,permanent
permeabl,permeability
permiss,permissions
permit,permitted
perovskit,perovskite
peroxid,peroxide
perpendicular,perpendicular
persist,persistent
person,persons
person',person's
personalis,personalised
personif,personification
personnel,personnel
persons',persons'
perspect,perspectives
perspir,perspiration
persuad,persuade
persuas,persuasive
pertain,pertains
pertin,pertinent
perturb,perturbations
pervas,pervasive
petri,petrie
pff,pff
pfmt,pfmt
pghd,pghd
phantom,phantom
pharmaceut,pharmaceutical
pharmaco,pharmaco
pharmacolog,pharmacological
pharmacoresist,pharmacoresistant
phase,phase
phase',phase'
phasic,phasic
phenomenon,phenomenon
phenotyp,phenotype
phone,phone
phosphorylcholin,phosphorylcholine
photo,photos
photodetector,photodetectors
photodiod,photodiode
photogrammetri,photogrammetry
photograph,photographs
photographi,photography
photoplethysmogram,photoplethysmograms
photoplethysmograph,photoplethysmographic
photoplethysmographi,photoplethysmography
phototherm,photothermal
phq,phq
phrase,phrases
physiatrist,physiatrists
physic,physically
physician,physician
physicians',physicians'
physicochem,physicochemical
physiolog,physiology
physiotherapi,physiotherapy
physiotherapist,physiotherapists
physiotherapists',physiotherapists'
physiq,physiq
physiq',physiq's
phytmo,phytmo
pi4,pi4
pi50,pi50
pictur,picture
piec,piece
pierc,piercing
piezoceram,piezoceramics
piezoelectr,piezoelectric
piezoresist,piezoresistive
pile,piles
pill,pill
pillbox,pillboxes
pilot,pilot
pin,pin
pinch,pinch
pinpointiq,pinpointiq
pioneer,pioneered
pipelin,pipeline
pisa,pisa
pitch,pitch
pitfal,pitfalls
pivot,pivotal
pixel,pixels
pkg,pkg
pl,pls
place,placed
placement,placement
plain,plain
plan,planning
planar,planar
plane,planes
planet,planet
plantar,plantar
plasma,plasma
plasmon,plasmonic
plastic,plastic
platform,platforms
play,play
playabl,playability
playback,playback
player,players
pleasant,pleasant
plenari,plenary
plethora,plethora
plethysmographi,plethysmography
plot,plots
plr,plr
plu,plus
pm,pms
pmpc,pmpc
pnc,pnc
pneumat,pneumatic
pocket,pocket
pof,pof
point,point
poland,poland
polar,polar
poli,poly
polici,policy
policlinico,policlinico
pollut,pollution
polycrystallin,polycrystalline
polydimethylsiloxan,polydimethylsiloxane
polyest,polyester
polygraphi,polygraphy
polyimid,polyimide
polylact,polylactic
polym,polymer
polymer,polymeric
polysomnographi,polysomnography
polyurethan,polyurethane
pool,pooled
poor,poor
poorer,poorer
poorli,poorly
popul,population
popular,popularity
popularli,popularly
population',population's
porcin,porcine
porou,porous
portabl,portable
portal,portal
portion,portion
porto,porto
portray,portray
portug,portugal
portugues,portuguese
pose,posed
posit,position
possess,possession
possibl,possible
post,post
postdeploy,postdeployment
postdischarg,postdischarge
posterior,posterior
posthoc,posthoc
posthospit,posthospitalization
postict,postictal
postintervent,postintervention
postmenopaus,postmenopausal
postmortem,postmortem
postnat,postnatal
postop,postoperative
postparticip,postparticipation
postpartum,postpartum
postprocess,postprocessing
poststeril,poststerilization
poststudi,poststudy
postsurg,postsurgical
posttranspl,posttransplant
posttreat,posttreatment
postur,postural
postus,postusability
pot,pot
potenti,potential
power,power
powertool,powertool
ppe,ppe
ppg,ppg
ppi,ppi
ppt,ppt
ppv,ppvs
practic,practice
practition,practitioners
practitioner',practitioner's
pragmat,pragmatic
prais,praise
prd,prd
pre,pre
preamplifi,preamplifier
precaut,precautions
preced,precede
precis,precision
preclin,preclinical
preclud,precluded
precommerci,precommercial
precondit,precondition
precursor,precursor
predefin,predefined
prediabet,prediabetes
prediagnosi,prediagnosis
predic,predicative
predict,predict
predictor,predictors
predisposit,predisposition
predomin,predominant
predominantli,predominantly
preexpect,preexpectation
preexposur,preexposure
prefer,preferred
prefield,prefield
prefil,prefilled
pregnanc,pregnancy
pregnant,pregnant
prehospit,prehospital
preictal,preictal
preleas,prelease
preliminari,preliminary
preliminarili,preliminarily
premarket,premarket
prematur,premature
premis,premise
prenat,prenatal
preoper,preoperative
prep,prep
prepar,prepared
preparatori,preparatory
preprocess,preprocessing
preregist,preregistered
prerequisit,prerequisite
prescreen,prescreening
prescrib,prescribed
prescript,prescription
presenc,presence
present,present
preserv,preserving
preset,preset
presid,president
prespecifi,prespecified
press,pressing
pressur,pressure
prestudi,prestudies
presum,presumably
pretest,pretest
pretrain,pretraining
preusabl,preusability
prevail,prevailing
preval,prevalence
prevent,prevention
previou,previous
previous,previously
price,price
primari,primary
primarili,primarily
prime,prime
princip,principal
principl,principles
print,printing
printabl,printable
prior,prior
priori,priori
priorit,prioritized
prioriti,priority
prisma,prisma
priss,priss
privaci,privacy
privat,privately
prmt,prmt
pro,pro
proactiv,proactive
probabl,probably
probe,probing
problem,problem
problemat,problematic
proce,proceeds
procedur,procedures
proceed,proceedings
process,process
processor,processor
produc,produce
product,product
profess,profession
profession,professional
professionals',professionals'
profici,proficient
profil,profile
profound,profound
program,programs
program',program's
programm,programmable
programmat,programmatic
programs',programs'
progress,progressing
prohealth,prohealth
prohibit,prohibits
project,project
project',project's
prolif,prolific
prolifer,proliferation
prolong,prolonged
promin,prominent
promis,promising
promot,promoting
prompt,prompting
prone,prone
pronounc,pronounced
proof,proof
propag,propagation
propens,propensity
proper,proper
properli,properly
properti,properties
prophylaxi,prophylaxis
proport,proportion
proportion,proportionately
propos,propose
proprietari,proprietary
propriocept,proprioception
proquest,proquest
prosodi,prosody
prospect,prospective
prosper,prosperous
prospero,prospero
prosthes,prostheses
prosthesi,prosthesis
prosthet,prosthetic
proteasom,proteasome
protect,protection
protector,protector
protein,protein
proteu,proteus
protocol,protocol
prototyp,prototype
prototype',prototype's
provabl,provable
prove,prove
proven,proven
provid,providers
provider',provider's
providers',providers'
provis,provision
provitao,provitao
proxi,proxy
proxim,proximity
prr1,prr1
prv,prv
psd,psd
pseudointermediu,pseudointermedius
pseudorandom,pseudorandom
psg,psg
pssuq,pssuq
psychiatr,psychiatric
psychiatri,psychiatry
psychinfo,psychinfo
psychoact,psychoactive
psychoeduc,psychoeducational
psycholog,psychological
psychologist,psychologists
psychometr,psychometric
psychophysiolog,psychophysiological
psychosi,psychosis
psychosoci,psychosocial
psychot,psychotic
psycinfo,psycinfo
pub,pub
public,publication
public',public's
publicli,publicly
publish,published
pubm,pubmed
puff,puff
pulmonari,pulmonary
pulmonolog,pulmonology
puls,pulse
pulsewatch,pulsewatch
pump,pump
pumwani,pumwani
pupil,pupil
purchas,purchase
purdu,purdue
pure,purely
purpos,purpose
pursu,pursued
pursuit,pursuits
push,push
put,put
pva,pva
pwd,pwds
pwe,pwe
pwe',pwe's
python,python
qol,qol
qom,qom
qr,qrs
quadricep,quadriceps
qualif,qualification
qualifi,qualified
qualit,qualitative
qualiti,quality
quantif,quantification
quantifi,quantified
quantit,quantitative
quantiti,quantity
quantiz,quantization
quarter,quarter
quartil,quartile
quasar,quasar
quasi,quasi
quaternion,quaternions
quead,quead
quebec,quebec
queensland,queensland
quest,quest
question,questions
questionnair,questionnaire
quick,quick
quickli,quickly
quit,quit
qwerti,qwerty
ra,ras
race,race
rack,rack
rad,rad
radar,radar
radial,radial
radiat,radiation
radio,radio
radiofrequ,radiofrequency
radiograph,radiographically
radiographi,radiography
radiolog,radiology
radiologist,radiologists
radiu,radius
rae,rae
rais,raising
ralpmh,ralpmh
ramp,ramp
ran,ran
rand,rand
random,randomized
randomis,randomised
randomli,randomly
rang,ranged
rank,ranked
rapid,rapid
rapidli,rapidly
rare,rarely
rash,rash
raspberri,raspberry
rat,rat
rate,rates
rater,rater
rather,rather
ratio,ratio
ration,rational
rational,rationale
raw,raw
ray,ray
rayyan,rayyan
rci,rci
rct,rct
re,res
reach,reaching
react,react
reaction,reaction
reactiv,reactivity
read,read
readabl,readability
reader,reader
readi,readiness
readili,readily
readmiss,readmissions
readmit,readmitted
real,real
realism,realism
realist,realistic
realiti,reality
realiz,realization
realli,really
reanim,reanimate
rear,rear
reason,reasonably
reassur,reassure
rebot,rebot
recal,recall
receipt,receipt
receiv,receiving
recent,recently
recept,receptivity
recharg,rechargeable
recidiv,recidivism
recipi,recipient
reciproc,reciprocal
recogn,recognize
recognis,recognising
recognit,recognition
recollect,recollection
recommend,recommendations
reconfigur,reconfigurable
reconstruct,reconstructs
reconven,reconvened
record,recorded
recov,recovering
recoveri,recovery
recreat,recreational
recruit,recruited
rectu,rectus
recumb,recumbent
recurr,recurrence
recycl,recyclable
red,red
redefin,redefine
redesign,redesigned
reduc,reduce
reduct,reduction
redund,redundancy
refer,reference
refere,referees
referr,referral
refin,refinements
reflect,reflected
reflex,reflexes
refractori,refractory
refresh,refresher
refriger,refrigerator
refus,refused
refut,refutational
regain,regaining
regard,regarding
regardless,regardless
regen,regenerative
regim,regime
regimen,regimens
region,regions
regist,registered
registr,registration
registri,registry
regress,regression
regressor,regressor
regul,regulation
regular,regular
regularli,regularly
regulatori,regulatory
rehab,rehab
rehabilit,rehabilitation
rehabilitational,rehabilitationall
rehabilitationparticip,rehabilitationparticipants
rehabilitationrehabilit,rehabilitationrehabilitation
rehabilitationtechnolog,rehabilitationtechnology
rehabilitationth,rehabilitationthe
reimburs,reimbursement
reinforc,reinforce
reinstat,reinstates
reject,reject
rejudg,rejudged
rel,relatives
relab,relab
relaps,relapse
relat,related
related,relatedness
relationship,relationship
relax,relaxation
releas,release
relev,relevant
reli,relies
reliabl,reliability
relianc,reliance
relief,relief
reliev,relieve
reluct,reluctance
remain,remain
remaind,remainder
remark,remarkably
rememb,remembering
remind,reminders
reminisc,reminiscence
remot,remotely
remov,removal
render,render
rent,rent
reorgan,reorganization
rep,reps
repair,repair
repeat,repeatability
repeatedli,repeatedly
repercuss,repercussions
reperfus,reperfusion
repertoir,repertoire
repetit,repetitions
replac,replaced
repli,replies
replic,replicability
report,reports
reposit,repositioning
repositori,repository
repres,represents
represent,representations
reproduc,reproduced
reproject,reprojection
republ,republic
request,requested
requir,required
research,research
resembl,resemble
resid,residency
residenti,residential
residu,residual
resili,resilience
resist,resistance
resistor,resistor
resolut,resolution
resolv,resolved
reson,resonance
resort,resorting
resourc,resource
respect,respectively
respir,respiration
respiratori,respiratory
respond,respondents
respondents',respondents'
respons,responses
rest,rest
restart,restart
restless,restlessness
restor,restore
restrain,restrained
restrict,restricted
result,results
retain,retained
retent,retention
retest,retest
rethink,rethink
retin,retinal
retir,retired
retrain,retraining
retriev,retrieved
retrospect,retrospectively
return,returning
reulcer,reulceration
reus,reusing
reusabl,reusable
reveal,revealed
revers,reverse
review,reviewers
revis,revised
revolut,revolution
rewalk,rewalk
reward,rewarding
rewritten,rewritten
rfid,rfid
rg,rgs
rgb,rgb
rgv,rgv
rheolog,rheological
rho,rho
rhode,rhode
rhythm,rhythm
ric,rics
rich,rich
rifittest,rifittest
rig,rig
right,rights
rigid,rigidity
rigor,rigorous
rins,rinsing
rip,rip
rise,rising
risen,risen
risk,risk
risksearch,risksearch
rm,rms
rmse,rmse
rmssd,rmssd
rmt,rmt
rn,rns
rnss,rnss
road,road
roadmap,roadmap
roamm,roamm
robot,robotic
robust,robust
roc,roc
rochest,rochester
rodent,rodents
role,role
roll,roll
rom,rom
romant,romantic
room,room
root,root
rosa,rosas
rotat,rotator
rough,rough
round,rounds
rout,route
routin,routines
rpm,rpm
rr2,rr2
rrmonitor,rrmonitor
rs800,rs800
rtl,rtls
rub,rubbing
rubber,rubber
rudimentari,rudimentary
rugbi,rugby
rule,rules
run,run
runner,runners
runner',runner's
runtim,runtime
rural,rural
ryvlin,ryvlin
saccad,saccadic
sad,sad
safe,safe
safeguard,safeguards
safer,safer
safeti,safety
sagitt,sagittal
said,said
sale,sales
salienc,saliency
salient,salient
saliva,saliva
salivari,salivary
sam,sam
sampl,sample
samsung,samsung
san,san
sandwich,sandwiched
sanit,sanitization
sansum,sansum
sant,sant
santa,santa
sar,sars
sart,sart
satellit,satellites
satisfact,satisfaction
satisfactori,satisfactory
satisfi,satisfied
satur,saturation
save,saved
saw,saw
say,say
sbp,sbp
scalabl,scalable
scalar,scalar
scale,scale
scalp,scalp
scan,scans
scanner,scanner
scanpath,scanpath
scapula,scapula
scapular,scapular
scarc,scarce
scarciti,scarcity
scd,scd
sce,sce
scenario,scenarios
scene,scene
sceneri,scenery
scent,scented
schedul,schedule
schema,schemas
schemat,schematic
schematis,schematises
scheme,scheme
schizophrenia,schizophrenia
scholar,scholar
school,schools
sci,sci
scienc,science
sciencedirect,sciencedirect
scientif,scientific
scientist,scientists
sclerosi,sclerosis
scope,scoping
scopolamin,scopolamine
scopu,scopus
score,score
scr,scr
scram,scram
scratch,scratching
screen,screened
screen',screen'
scribe,scribed
script,script
scrutin,scrutinized
sdd,sdd
seamless,seamless
seamlessli,seamlessly
search,searched
seat,seated
second,second
secondari,secondary
secondarili,secondarily
secondli,secondly
section,sectional
section',section's
secur,secure
sedentari,sedentary
see,see
seek,seeking
seem,seems
seen,seen
seer,seer
seev,seev
segment,segmentation
segments',segments'
segreg,segregated
sehd,sehd
seizur,seizure
seldom,seldom
select,selected
self,self
selv,selves
sem,sem
semant,semantic
semblanc,semblance
semg,semg
semi,semi
semiconductor,semiconductors
seminar,seminars
semistructur,semistructured
semmelwei,semmelweis
sen,sens
send,send
sendoc,sendoc
seniam,seniam
senior,senior
seniors',seniors'
sens,sensing
sensat,sensation
sensecam,sensecam
sensemak,sensemaking
sensit,sensitive
sensitis,sensitisation
sensium,sensium
sensor,sensors
sensor',sensor's
sensori,sensory
sensorimotor,sensorimotor
sensors',sensors'
sent,sent
sentiment,sentiment
seoul,seoul
separ,separately
sepsi,sepsis
septemb,september
septum,septum
sequenc,sequence
sequenti,sequential
seri,series
serial,serial
seriou,serious
serious,seriously
serum,serum
serv,serve
server,servers
servic,services
session,session
set,settings
setup,setup
seven,seven
seventeen,seventeen
seventi,seventy
sever,several
sex,sex
sexual,sexual
sfm,sfm
shade,shade
shaikh,shaikh
shall,shall
sham,sham
shanghai,shanghai
shank,shank
shape,shape
share,share
shareabl,shareability
sharp,sharp
shealth,shealth
sheba,sheba
shed,shed
sheet,sheets
shelf,shelf
shield,shielding
shift,shift
shin,shin
shine,shine
shini,shiny
shirt,shirt
shoe,shoe
shop,shop
short,short
shortag,shortages
shortcom,shortcomings
shorten,shortening
shorter,shorter
shortli,shortly
shoulder,shoulder
show,showed
showcas,showcased
shown,shown
shrink,shrinking
shuffl,shuffling
sibel,sibel
sick,sickness
sickl,sickle
side,sided
sidestep,sidestep
sight,sight
sign,sign
signal,signals
signific,significant
significantli,significantly
silent,silent
silico,silico
silicon,silicon
silver,silver
silvercar,silvercare
similar,similar
similarli,similarly
simpl,simple
simpler,simpler
simpli,simply
simplic,simplicity
simplif,simplification
simplifi,simplify
simplist,simplistic
simul,simulated
simultan,simultaneously
sinc,since
singl,single
singlet,singlet
sinter,sintering
sinu,sinus
sinusoid,sinusoidal
sip,sip
sit,sitting
site,sites
situ,situ
situat,situations
six,six
sixteen,sixteen
sixti,sixty
size,sizes
skeleton,skeleton
skill,skills
skin,skin
skyn,skyn
skype,skype
skåne,skåne
slack,slack
slalom,slalom
sleek,sleek
sleep,sleep
sleepless,sleeplessness
sleepsight,sleepsight
sleev,sleeved
slide,sliding
slightli,slightly
slipperi,slippery
slow,slow
slower,slower
slowli,slowly
slurri,slurry
sm,sms
sma,sma
small,small
smaller,smaller
smallest,smallest
smarpp,smarpp
smart,smart
smarta,smarta
smartbeat,smartbeat
smartboot,smartboot
smartboot',smartboot's
smartglass,smartglasses
smartphon,smartphone
smartwatch,smartwatch
smi,smi
smith,smith
smoke,smoking
smoker,smokers
smooth,smoothness
smoothli,smoothly
smt,smt
snack,snack
snap,snap
snapshot,snapshot
sno2,sno2
snore,snoring
snr,snr
snuh,snuh
soa,soa
soc,soc
sociabl,sociability
social,social
societ,societal
societi,societies
socio,socio
sociodemograph,sociodemographic
socioeconom,socioeconomic
sociotechn,sociotechnical
sock,socks
soft,soft
softer,softer
softwar,software
solar,solar
soldier',soldier's
sole,solely
solicit,solicitation
solid,solid
solitari,solitary
solo,solo
solut,solutions
solv,solve
solvent,solvent
somatosensori,somatosensory
someth,something
sometim,sometimes
somewhat,somewhat
somnotouch,somnotouch
sonif,sonification
sonographi,sonography
soon,soon
sophist,sophisticated
sora,sora
sort,sorted
sought,sought
sound,sound
soundscap,soundscapes
sourc,sources
south,south
southern,southern
sov,sov
space,space
spaceflight,spaceflight
spain,spain
span,spanning
spanish,spanish
spars,sparse
spastic,spasticity
spatial,spatial
spatiotempor,spatiotemporally
speak,speaking
speaker,speaker
special,specialized
specialis,specialised
specialist,specialists
specialti,specialties
specif,specific
specifi,specify
spectacl,spectacle
spectat,spectators
spectra,spectra
spectral,spectral
spectrogram,spectrogram
spectroscopi,spectroscopy
spectrum,spectrum
specul,speculate
speech,speech
speed,speeds
spend,spends
spent,spent
sphygmomanomet,sphygmomanometer
spike,spike
spin,spinning
spina,spinae
spinal,spinal
spine,spine
spiromet,spirometers
spirometri,spirometry
spite,spite
split,split
spo2,spo2
spoken,spoken
spontan,spontaneous
sporad,sporadically
sport,sports
sportdiscu,sportdiscus
sportlin,sportline
spot,spots
spread,spread
spring,spring
springer,springer
spsc,spscs
squad,squad
squar,square
squat,squats
squeez,squeeze
ssd,ssds
ssp,ssp
ssq,ssq
sst,sst
ssvep,ssvep
st,sts
stabil,stability
stabl,stable
stabli,stably
stack,stacked
staf,staffing
staff,staff
stage,stages
stair,stairs
staircas,staircase
stakehold,stakeholders
stanc,stance
stand,standing
standalon,standalone
standard,standardized
standpoint,standpoint
stanford,stanford
staphylococcu,staphylococcus
star,star
start,start
startup,startups
state,states
statement,statement
static,static
station,station
stationari,stationary
statist,statistics
statu,status
status,statuses
statut,statutes
stay,staying
std,std
steadi,steady
steadili,steadily
stem,stemming
stemfit,stemfit
stencil,stencil
stent,stent
step,step
stepwis,stepwise
stereo,stereo
stereophotogrammetr,stereophotogrammetric
steril,sterile
sternum,sternum
stick,stick
sticki,sticky
stiff,stiffness
stigma,stigma
stigmat,stigmatizing
still,still
stimul,stimulation
stimuli,stimuli
stimulu,stimulus
stitch,stitch
sto2,sto2
stochast,stochastic
stoma,stoma
stomach,stomach
stood,stood
stop,stopped
stopwatch,stopwatch
storag,storage
store,storing
stori,stories
storytel,storytelling
